dt,x,y,position,velocity,acceleration,jerk,heading
0.025000,158.463774,252.718241,131.239949,78.913844,-0.923015,-58.856739,0.294265
0.025000,160.355539,253.276118,133.212277,78.872376,-1.658725,-29.428370,0.279179
0.025000,162.254428,253.804532,135.183338,78.812515,-2.394434,-29.428370,0.263546
0.025000,164.159807,254.302253,137.152673,78.734261,-3.130143,-29.428370,0.247384
0.025000,166.070972,254.768111,139.119821,78.637615,-3.865852,-29.428370,0.230717
0.025000,167.987161,255.201005,141.084323,78.522576,-4.601562,-29.428370,0.213569
0.025000,169.907536,255.599907,143.045720,78.389144,-5.337271,-29.428370,0.195970
0.025000,171.831213,255.963880,145.003551,78.237320,-6.072980,-29.428370,0.177950
0.025000,173.757223,256.292077,146.957356,78.067102,-6.808689,-29.428370,0.159545
0.025000,175.684567,256.583762,148.906676,77.878492,-7.544399,-29.428370,0.140793
0.025000,177.612183,256.838304,150.851051,77.671490,-8.280108,-29.428370,0.121733
0.025000,179.538949,257.055194,152.790020,77.446094,-9.015817,-29.428370,0.102407
0.025000,181.463728,257.234048,154.723125,77.202306,-9.751526,-29.428370,0.082861
0.025000,183.385341,257.374609,156.649906,76.940125,-10.487236,-29.428370,0.063138
0.025000,185.302586,257.476755,158.569902,76.659552,-11.222945,-29.428370,0.043286
0.025000,187.214247,257.540496,160.482654,76.360585,-11.958654,-29.428370,0.023352
0.025000,189.119088,257.565975,162.387701,76.043226,-12.694363,-29.428370,0.003382
0.025000,191.015892,257.553469,164.284585,75.707474,-13.430073,-29.428370,6.266608
0.025000,192.903466,257.503384,166.172845,75.353330,-14.165782,-29.428370,6.246704
0.025000,194.780580,257.416251,168.052022,74.980793,-14.901491,-29.428370,6.226900
0.025000,196.646093,257.292720,169.921655,74.589863,-15.637200,-29.428370,6.207236
0.025000,198.498869,257.133550,171.781285,74.180540,-16.372909,-29.428370,6.187753
0.025000,200.256691,256.957793,173.630452,73.752824,-17.108619,-29.428370,6.187481
0.025000,202.087684,256.794821,175.468696,73.306716,-17.844328,-29.428370,6.200926
0.025000,203.909181,256.655048,177.295558,72.842215,-18.580037,-29.428370,6.211886
0.025000,205.720150,256.533905,179.110577,72.359322,-19.315746,-29.428370,6.220532
0.025000,207.519700,256.427166,180.913294,71.858035,-20.051456,-29.428370,6.227005
0.025000,209.307064,256.330901,182.703249,71.338356,-20.787165,-29.428370,6.231423
0.025000,211.081544,256.241432,184.479982,70.800284,-21.522874,-29.428370,6.233876
0.025000,212.842490,256.155296,186.243033,70.243820,-22.258583,-29.428370,6.234434
0.025000,214.589281,256.069213,187.991943,69.668962,-22.994293,-29.428370,6.233148
0.025000,216.321295,255.980051,189.726251,69.075712,-23.730002,-29.428370,6.230051
0.025000,218.037902,255.884803,191.445499,68.464069,-24.465711,-29.428370,6.225155
0.025000,219.738434,255.780565,193.149225,67.834034,-25.201420,-29.428370,6.218463
0.025000,221.422181,255.664513,194.836970,67.185606,-25.937130,-29.428370,6.209958
0.025000,223.088367,255.533890,196.508275,66.518785,-26.672839,-29.428370,6.199612
0.025000,224.736137,255.385991,198.162680,65.833571,-27.408548,-29.428370,6.187385
0.025000,226.364541,255.218156,199.799724,65.129965,-28.144257,-29.428370,6.173224
0.025000,227.972514,255.027766,201.418948,64.407965,-28.879967,-29.428370,6.157068
0.025000,229.558865,254.812240,203.019892,63.667574,-29.615676,-29.428370,6.138846
0.025000,231.122240,254.569048,204.602097,62.908789,-30.351385,-29.428370,6.118483
0.025000,232.661126,254.295719,206.165102,62.131612,-31.087094,-29.428370,6.095901
0.025000,234.173823,253.989864,207.708447,61.336041,-31.822804,-29.428370,6.071024
0.025000,235.658420,253.649213,209.231674,60.522079,-32.558513,-29.428370,6.043783
0.025000,237.112804,253.271653,210.734321,59.689723,-33.294222,-29.428370,6.014123
0.025000,238.534639,252.855284,212.215930,58.838975,-34.029931,-29.428370,5.982012
0.025000,239.921378,252.398489,213.676040,57.969834,-34.765641,-29.428370,5.947448
0.025000,241.270287,251.900006,215.114192,57.082300,-35.501350,-29.428370,5.910471
0.025000,242.578481,251.359017,216.529925,56.176374,-36.237059,-29.428370,5.871173
0.025000,243.842984,250.775236,217.922781,55.252054,-36.972768,-29.428370,5.829708
0.025000,245.060806,250.148990,219.292298,54.309342,-37.708478,-29.428370,5.786296
0.025000,246.229061,249.481282,220.638018,53.348238,-38.444187,-29.428370,5.741227
0.025000,247.345067,248.773837,221.959480,52.368740,-39.179896,-29.428370,5.694858
0.025000,248.406483,248.029105,223.256225,51.370850,-39.915605,-29.428370,5.647599
0.025000,249.411430,247.250225,224.527793,50.354567,-40.651315,-29.428370,5.599900
0.025000,250.358590,246.440942,225.773723,49.319892,-41.387024,-29.428370,5.552226
0.025000,251.247269,245.605505,226.993557,48.266823,-42.122733,-29.428370,5.505038
0.025000,252.077492,244.748460,228.186893,47.200045,-42.671136,-21.936124,5.458758
0.025000,252.850062,243.874387,229.353560,46.133267,-42.671136,-0.000000,5.413756
0.025000,253.566470,242.987737,230.493557,45.066488,-42.671136,0.000000,5.370328
0.025000,254.228659,242.092855,231.606884,43.999710,-42.671136,-0.000000,5.328705
0.025000,254.838964,241.193847,232.693542,42.932931,-42.671136,0.000000,5.289049
0.025000,255.399974,240.294569,233.753531,41.866153,-42.671136,-0.000000,5.251459
0.025000,255.914481,239.398521,234.786850,40.799375,-42.671136,-0.000000,5.215979
0.025000,256.385372,238.508855,235.793499,39.732596,-42.671136,0.000000,5.182608
0.025000,256.815557,237.628377,236.773480,38.665818,-42.671136,-0.000000,5.151310
0.025000,257.207902,236.759580,237.726790,37.599039,-42.671136,0.000000,5.122021
0.025000,257.565197,235.904644,238.653432,36.532261,-42.671136,0.000000,5.094658
0.025000,257.890144,235.065411,239.553403,35.465483,-42.671136,0.000000,5.069129
0.025000,258.185292,234.243507,240.426706,34.398704,-42.671136,0.000000,5.045331
0.025000,258.453043,233.440346,241.273339,33.331926,-42.671136,0.000000,5.023163
0.025000,258.695653,232.657128,242.093302,32.265147,-42.671136,0.000000,5.002523
0.025000,258.915238,231.894842,242.886596,31.198369,-42.671136,-0.000000,4.983311
0.025000,259.113761,231.154321,243.653279,30.136273,-42.483830,7.492246,4.965431
0.025000,259.293103,230.436011,244.393639,29.092570,-41.748121,29.428370,4.948786
0.025000,259.455017,229.740107,245.108137,28.067260,-41.012411,29.428370,4.933284
0.025000,259.601108,229.066695,245.797232,27.060342,-40.276702,29.428370,4.918838
0.025000,259.732846,228.415733,246.461384,26.071818,-39.540993,29.428370,4.905367
0.025000,259.851555,227.787178,247.101053,25.101685,-38.805284,29.428370,4.892801
0.025000,259.958449,227.180903,247.716699,24.149946,-38.069575,29.428370,4.881072
0.025000,260.054640,226.596665,248.308780,23.216599,-37.333865,29.428370,4.870117
0.025000,260.141119,226.034316,248.877758,22.301646,-36.598156,29.428370,4.859883
0.025000,260.218812,225.493529,249.424093,21.405084,-35.862447,29.428370,4.850316
0.025000,260.288543,224.974052,249.948243,20.526916,-35.126738,29.428370,4.841372
0.025000,260.351075,224.475530,250.450668,19.667140,-34.391028,29.428370,4.833005
0.025000,260.407092,223.997654,250.931829,18.825757,-33.655319,29.428370,4.825179
0.025000,260.457224,223.540036,251.392186,18.002767,-32.919610,29.428370,4.817855
0.025000,260.502041,223.102297,251.832198,17.198170,-32.183901,29.428370,4.811002
0.025000,260.542057,222.684097,252.252324,16.411965,-31.448191,29.428370,4.804590
0.025000,260.577751,222.284967,252.653026,15.644153,-30.712482,29.428370,4.798589
0.025000,260.609544,221.904576,253.034762,14.894733,-29.976773,29.428370,4.792976
0.025000,260.637830,221.542450,253.397992,14.163707,-29.241064,29.428370,4.787726
0.025000,260.662964,221.198169,253.743177,13.451073,-28.505354,29.428370,4.782816
0.025000,260.685265,220.871342,254.070776,12.756832,-27.769645,29.428370,4.778229
0.025000,260.705026,220.561505,254.381249,12.080983,-27.033936,29.428370,4.773944
0.025000,260.722512,220.268220,254.675055,11.423528,-26.298227,29.428370,4.769944
0.025000,260.737963,219.991030,254.952655,10.784465,-25.562517,29.428370,4.766213
0.025000,260.751595,219.729527,255.214508,10.163795,-24.826808,29.428370,4.762736
0.025000,260.763604,219.483250,255.461075,9.561517,-24.091099,29.428370,4.759499
0.025000,260.774168,219.251770,255.692814,8.977632,-23.355390,29.428370,4.756489
0.025000,260.783446,219.034613,255.910186,8.412140,-22.619680,29.428370,4.753694
0.025000,260.791585,218.831295,256.113651,7.865041,-21.883971,29.428370,4.751102
0.025000,260.798710,218.641425,256.303668,7.336335,-21.148262,29.428370,4.748702
0.025000,260.804942,218.464478,256.480698,6.826021,-20.412553,29.428370,4.746484
0.025000,260.810380,218.300093,256.645199,6.334100,-19.676843,29.428370,4.744438
0.025000,260.815121,218.147738,256.797632,5.860571,-18.941134,29.428370,4.742556
0.025000,260.819247,218.006972,256.938458,5.405436,-18.205425,29.428370,4.740828
0.025000,260.822832,217.877345,257.068134,4.968693,-17.469716,29.428370,4.739247
0.025000,260.825941,217.758399,257.187122,4.550343,-16.734006,29.428370,4.737803
0.025000,260.828633,217.649671,257.295881,4.150385,-15.998297,29.428370,4.736490
0.025000,260.830960,217.550691,257.394871,3.768820,-15.262588,29.428370,4.735300
0.025000,260.832967,217.461038,257.484552,3.405648,-14.526879,29.428370,4.734227
0.025000,260.834692,217.380239,257.565384,3.060869,-13.791169,29.428370,4.733263
0.025000,260.836174,217.307777,257.637826,2.734483,-13.055460,29.428370,4.732402
0.025000,260.837440,217.243313,257.702338,2.426489,-12.319751,29.428370,4.731638
0.025000,260.838519,217.186254,257.759380,2.136888,-11.584042,29.428370,4.730964
0.025000,260.839433,217.136252,257.809412,1.865680,-10.848333,29.428370,4.730374
0.025000,260.840204,217.092780,257.852894,1.612864,-10.112623,29.428370,4.729862
0.025000,260.840849,217.055370,257.890285,1.378441,-9.376914,29.428370,4.729423
0.025000,260.841384,217.023625,257.922046,1.162411,-8.641205,29.428370,4.729050
0.025000,260.841823,216.997052,257.948636,0.964774,-7.905496,29.428370,4.728739
0.025000,260.842178,216.975179,257.970514,0.785529,-7.169786,29.428370,4.728483
0.025000,260.842460,216.957549,257.988142,0.624677,-6.434077,29.428370,4.728277
0.025000,260.842678,216.943708,258.001978,0.482218,-5.698368,29.428370,4.728115
0.025000,260.842843,216.933197,258.012483,0.358151,-4.962659,29.428370,4.727992
0.025000,260.842962,216.925558,258.020116,0.252478,-4.226949,29.428370,4.727903
0.025000,260.843043,216.920333,258.025336,0.165197,-3.491240,29.428370,4.727842
0.025000,260.843093,216.917061,258.028605,0.096308,-2.755531,29.428370,4.727804
0.025000,260.843121,216.915283,258.030382,0.045813,-2.019822,29.428370,4.727783
0.025000,260.843132,216.914538,258.031126,0.013710,-1.284112,29.428370,4.727774
0.025000,260.843135,216.914366,258.031297,0.000000,-0.548403,29.428370,4.727772
0.025000,260.843135,216.914366,258.031297,0.000000,0.000000,21.936124,4.727772
